6
10
5
3
2,7
2,17
12,7
12,17
12,27
22,17
3,5,2
1,3,1
2,3,2
3,4,1
2,5,1
4,5,2
0,1,1
1,2,2
1,4,1
0,2,1
0,0,4
0,1,4
0,2,3
0,3,3
0,4,3
0,5,4
0,6,4
0,7,4
0,8,4
0,9,4
0,10,1
0,11,1
0,12,4
0,13,4
0,14,4
0,15,4
0,16,4
0,17,4
0,18,4
0,19,4
0,20,3
0,21,3
0,22,3
0,23,3
0,24,1
0,25,1
0,26,1
0,27,1
0,28,1
0,29,1
0,30,1
1,0,4
1,1,4
1,2,3
1,3,3
1,4,3
1,5,4
1,6,4
1,7,4
1,8,4
1,9,4
1,10,1
1,11,1
1,12,4
1,13,4
1,14,4
1,15,4
1,16,4
1,17,4
1,18,4
1,19,4
1,20,3
1,21,3
1,22,3
1,23,3
1,24,1
1,25,1
1,26,1
1,27,1
1,28,1
1,29,1
1,30,1
2,0,4
2,1,4
2,2,4
2,3,3
2,4,3
2,5,4
2,6,4
2,7,4
2,8,4
2,9,4
2,10,1
2,11,1
2,12,4
2,13,4
2,14,4
2,15,4
2,16,4
2,17,4
2,18,4
2,19,4
2,20,4
2,21,3
2,22,3
2,23,1
2,24,1
2,25,1
2,26,1
2,27,1
2,28,1
2,29,1
2,30,1
3,0,4
3,1,4
3,2,4
3,3,3
3,4,3
3,5,4
3,6,4
3,7,4
3,8,4
3,9,4
3,10,1
3,11,1
3,12,4
3,13,4
3,14,4
3,15,4
3,16,4
3,17,4
3,18,4
3,19,4
3,20,4
3,21,4
3,22,1
3,23,1
3,24,1
3,25,1
3,26,3
3,27,3
3,28,1
3,29,1
3,30,1
4,0,4
4,1,4
4,2,3
4,3,3
4,4,3
4,5,4
4,6,4
4,7,4
4,8,4
4,9,4
4,10,1
4,11,1
4,12,1
4,13,4
4,14,4
4,15,4
4,16,4
4,17,4
4,18,4
4,19,4
4,20,4
4,21,4
4,22,1
4,23,1
4,24,1
4,25,3
4,26,3
4,27,3
4,28,3
4,29,1
4,30,1
5,0,3
5,1,3
5,2,3
5,3,3
5,4,3
5,5,4
5,6,4
5,7,4
5,8,4
5,9,4
5,10,1
5,11,1
5,12,1
5,13,1
5,14,1
5,15,4
5,16,4
5,17,2
5,18,2
5,19,4
5,20,4
5,21,1
5,22,1
5,23,1
5,24,1
5,25,3
5,26,3
5,27,3
5,28,3
5,29,2
5,30,2
6,0,3
6,1,3
6,2,3
6,3,3
6,4,4
6,5,4
6,6,4
6,7,4
6,8,4
6,9,4
6,10,1
6,11,1
6,12,1
6,13,1
6,14,1
6,15,1
6,16,2
6,17,2
6,18,2
6,19,2
6,20,1
6,21,1
6,22,1
6,23,1
6,24,4
6,25,4
6,26,3
6,27,3
6,28,2
6,29,2
6,30,2
7,0,3
7,1,3
7,2,1
7,3,1
7,4,4
7,5,4
7,6,4
7,7,4
7,8,4
7,9,4
7,10,4
7,11,1
7,12,1
7,13,1
7,14,1
7,15,1
7,16,2
7,17,2
7,18,2
7,19,2
7,20,1
7,21,1
7,22,1
7,23,4
7,24,4
7,25,4
7,26,4
7,27,2
7,28,2
7,29,2
7,30,2
8,0,1
8,1,1
8,2,1
8,3,1
8,4,1
8,5,4
8,6,4
8,7,4
8,8,4
8,9,4
8,10,4
8,11,4
8,12,4
8,13,1
8,14,1
8,15,2
8,16,2
8,17,2
8,18,2
8,19,2
8,20,1
8,21,1
8,22,1
8,23,4
8,24,4
8,25,4
8,26,4
8,27,2
8,28,2
8,29,2
8,30,2
9,0,1
9,1,1
9,2,1
9,3,1
9,4,1
9,5,2
9,6,2
9,7,2
9,8,2
9,9,4
9,10,4
9,11,4
9,12,4
9,13,4
9,14,2
9,15,2
9,16,2
9,17,2
9,18,2
9,19,2
9,20,1
9,21,1
9,22,1
9,23,4
9,24,4
9,25,4
9,26,4
9,27,4
9,28,2
9,29,2
9,30,2
10,0,1
10,1,1
10,2,1
10,3,1
10,4,2
10,5,2
10,6,2
10,7,2
10,8,2
10,9,2
10,10,4
10,11,4
10,12,4
10,13,4
10,14,2
10,15,2
10,16,2
10,17,2
10,18,2
10,19,2
10,20,1
10,21,1
10,22,1
10,23,4
10,24,4
10,25,4
10,26,4
10,27,4
10,28,4
10,29,4
10,30,4
11,0,1
11,1,1
11,2,2
11,3,2
11,4,2
11,5,2
11,6,2
11,7,2
11,8,2
11,9,2
11,10,4
11,11,4
11,12,4
11,13,4
11,14,2
11,15,2
11,16,2
11,17,2
11,18,2
11,19,2
11,20,1
11,21,1
11,22,1
11,23,4
11,24,4
11,25,4
11,26,4
11,27,4
11,28,4
11,29,4
11,30,4
12,0,2
12,1,2
12,2,2
12,3,2
12,4,2
12,5,2
12,6,2
12,7,2
12,8,2
12,9,2
12,10,4
12,11,4
12,12,4
12,13,2
12,14,2
12,15,2
12,16,2
12,17,2
12,18,2
12,19,2
12,20,2
12,21,1
12,22,1
12,23,4
12,24,4
12,25,4
12,26,4
12,27,4
12,28,4
12,29,4
12,30,4
13,0,2
13,1,2
13,2,2
13,3,2
13,4,2
13,5,2
13,6,2
13,7,2
13,8,2
13,9,2
13,10,2
13,11,4
13,12,4
13,13,2
13,14,2
13,15,2
13,16,2
13,17,2
13,18,2
13,19,2
13,20,2
13,21,1
13,22,1
13,23,4
13,24,4
13,25,4
13,26,4
13,27,4
13,28,4
13,29,4
13,30,4
14,0,1
14,1,1
14,2,1
14,3,1
14,4,2
14,5,2
14,6,2
14,7,2
14,8,2
14,9,2
14,10,2
14,11,4
14,12,4
14,13,2
14,14,2
14,15,2
14,16,2
14,17,2
14,18,2
14,19,2
14,20,1
14,21,1
14,22,1
14,23,1
14,24,4
14,25,4
14,26,4
14,27,4
14,28,4
14,29,4
14,30,4
15,0,1
15,1,1
15,2,1
15,3,1
15,4,1
15,5,2
15,6,2
15,7,2
15,8,2
15,9,2
15,10,2
15,11,4
15,12,4
15,13,4
15,14,2
15,15,2
15,16,3
15,17,3
15,18,3
15,19,3
15,20,1
15,21,1
15,22,1
15,23,1
15,24,1
15,25,1
15,26,1
15,27,1
15,28,1
15,29,1
15,30,1
16,0,1
16,1,1
16,2,1
16,3,1
16,4,1
16,5,1
16,6,2
16,7,2
16,8,2
16,9,2
16,10,2
16,11,4
16,12,4
16,13,4
16,14,4
16,15,3
16,16,3
16,17,3
16,18,3
16,19,3
16,20,3
16,21,1
16,22,1
16,23,1
16,24,1
16,25,1
16,26,1
16,27,1
16,28,1
16,29,1
16,30,1
17,0,2
17,1,2
17,2,1
17,3,1
17,4,1
17,5,1
17,6,4
17,7,4
17,8,2
17,9,2
17,10,3
17,11,3
17,12,4
17,13,4
17,14,4
17,15,3
17,16,3
17,17,3
17,18,3
17,19,3
17,20,3
17,21,3
17,22,3
17,23,3
17,24,3
17,25,3
17,26,3
17,27,3
17,28,3
17,29,3
17,30,3
18,0,2
18,1,2
18,2,2
18,3,1
18,4,1
18,5,4
18,6,4
18,7,4
18,8,4
18,9,3
18,10,3
18,11,3
18,12,3
18,13,4
18,14,4
18,15,3
18,16,3
18,17,3
18,18,3
18,19,3
18,20,3
18,21,3
18,22,3
18,23,3
18,24,3
18,25,3
18,26,3
18,27,3
18,28,3
18,29,3
18,30,3
19,0,2
19,1,2
19,2,2
19,3,3
19,4,3
19,5,4
19,6,4
19,7,4
19,8,4
19,9,3
19,10,3
19,11,3
19,12,3
19,13,4
19,14,4
19,15,4
19,16,3
19,17,3
19,18,4
19,19,4
19,20,4
19,21,4
19,22,4
19,23,4
19,24,4
19,25,4
19,26,4
19,27,4
19,28,4
19,29,3
19,30,3
20,0,2
20,1,2
20,2,3
20,3,3
20,4,3
20,5,3
20,6,4
20,7,4
20,8,4
20,9,4
20,10,3
20,11,3
20,12,4
20,13,4
20,14,4
20,15,4
20,16,4
20,17,4
20,18,4
20,19,4
20,20,4
20,21,4
20,22,4
20,23,4
20,24,4
20,25,4
20,26,4
20,27,4
20,28,4
20,29,4
20,30,4
21,0,4
21,1,4
21,2,3
21,3,3
21,4,3
21,5,3
21,6,3
21,7,4
21,8,4
21,9,4
21,10,4
21,11,4
21,12,4
21,13,4
21,14,4
21,15,4
21,16,4
21,17,4
21,18,4
21,19,4
21,20,4
21,21,4
21,22,3
21,23,3
21,24,4
21,25,4
21,26,4
21,27,4
21,28,4
21,29,4
21,30,4
22,0,4
22,1,4
22,2,4
22,3,3
22,4,3
22,5,3
22,6,3
22,7,4
22,8,4
22,9,4
22,10,4
22,11,4
22,12,4
22,13,4
22,14,4
22,15,4
22,16,4
22,17,4
22,18,4
22,19,4
22,20,4
22,21,3
22,22,3
22,23,3
22,24,3
22,25,4
22,26,4
22,27,4
22,28,4
22,29,4
22,30,4
23,0,4
23,1,4
23,2,4
23,3,4
23,4,3
23,5,3
23,6,4
23,7,4
23,8,4
23,9,4
23,10,4
23,11,4
23,12,4
23,13,4
23,14,4
23,15,4
23,16,4
23,17,4
23,18,4
23,19,4
23,20,4
23,21,3
23,22,3
23,23,3
23,24,3
23,25,4
23,26,4
23,27,4
23,28,4
23,29,4
23,30,4
24,0,4
24,1,4
24,2,4
24,3,4
24,4,4
24,5,4
24,6,4
24,7,4
24,8,4
24,9,4
24,10,4
24,11,4
24,12,4
24,13,4
24,14,4
24,15,4
24,16,4
24,17,4
24,18,4
24,19,4
24,20,3
24,21,3
24,22,3
24,23,3
24,24,3
24,25,4
24,26,4
24,27,4
24,28,4
24,29,4
24,30,4
25,0,4
25,1,4
25,2,4
25,3,4
25,4,4
25,5,4
25,6,4
25,7,4
25,8,4
25,9,4
25,10,4
25,11,4
25,12,4
25,13,4
25,14,4
25,15,4
25,16,4
25,17,3
25,18,3
25,19,3
25,20,3
25,21,3
25,22,3
25,23,3
25,24,3
25,25,3
25,26,4
25,27,4
25,28,4
25,29,4
25,30,4
26,0,4
26,1,4
26,2,4
26,3,4
26,4,4
26,5,4
26,6,1
26,7,1
26,8,4
26,9,4
26,10,4
26,11,4
26,12,2
26,13,2
26,14,4
26,15,4
26,16,3
26,17,3
26,18,3
26,19,3
26,20,3
26,21,3
26,22,3
26,23,3
26,24,3
26,25,3
26,26,3
26,27,4
26,28,4
26,29,4
26,30,4
27,0,4
27,1,4
27,2,4
27,3,4
27,4,4
27,5,1
27,6,1
27,7,1
27,8,1
27,9,4
27,10,4
27,11,2
27,12,2
27,13,2
27,14,2
27,15,3
27,16,3
27,17,3
27,18,3
27,19,3
27,20,3
27,21,2
27,22,2
27,23,2
27,24,3
27,25,3
27,26,3
27,27,4
27,28,4
27,29,4
27,30,4
28,0,4
28,1,4
28,2,4
28,3,2
28,4,2
28,5,1
28,6,1
28,7,1
28,8,1
28,9,3
28,10,3
28,11,2
28,12,2
28,13,2
28,14,2
28,15,3
28,16,3
28,17,3
28,18,3
28,19,3
28,20,2
28,21,2
28,22,2
28,23,2
28,24,2
28,25,3
28,26,3
28,27,4
28,28,4
28,29,4
28,30,4
29,0,4
29,1,4
29,2,2
29,3,2
29,4,2
29,5,2
29,6,1
29,7,1
29,8,3
29,9,3
29,10,3
29,11,3
29,12,2
29,13,2
29,14,3
29,15,3
29,16,3
29,17,3
29,18,3
29,19,3
29,20,2
29,21,2
