2
1
3
1
27,2
27,17
0,1,3
0,0,4
0,1,4
0,2,4
0,3,4
0,4,4
0,5,4
0,6,4
0,7,4
0,8,4
0,9,4
0,10,4
0,11,3
0,12,3
0,13,2
0,14,2
0,15,2
0,16,4
0,17,4
0,18,4
0,19,4
0,20,4
0,21,4
0,22,4
0,23,4
0,24,1
0,25,1
0,26,1
0,27,1
0,28,1
0,29,1
0,30,1
1,0,4
1,1,4
1,2,4
1,3,4
1,4,4
1,5,4
1,6,4
1,7,4
1,8,4
1,9,4
1,10,4
1,11,3
1,12,3
1,13,2
1,14,2
1,15,2
1,16,4
1,17,4
1,18,4
1,19,4
1,20,4
1,21,4
1,22,4
1,23,4
1,24,1
1,25,1
1,26,1
1,27,1
1,28,1
1,29,1
1,30,1
2,0,1
2,1,1
2,2,1
2,3,4
2,4,4
2,5,4
2,6,4
2,7,4
2,8,4
2,9,4
2,10,4
2,11,3
2,12,3
2,13,3
2,14,2
2,15,2
2,16,2
2,17,4
2,18,4
2,19,4
2,20,4
2,21,4
2,22,4
2,23,4
2,24,4
2,25,1
2,26,1
2,27,2
2,28,2
2,29,1
2,30,1
3,0,1
3,1,1
3,2,1
3,3,1
3,4,4
3,5,4
3,6,4
3,7,4
3,8,4
3,9,4
3,10,4
3,11,3
3,12,3
3,13,3
3,14,2
3,15,2
3,16,2
3,17,4
3,18,4
3,19,4
3,20,4
3,21,4
3,22,4
3,23,4
3,24,4
3,25,4
3,26,2
3,27,2
3,28,2
3,29,2
3,30,2
4,0,1
4,1,1
4,2,1
4,3,1
4,4,4
4,5,4
4,6,4
4,7,4
4,8,4
4,9,4
4,10,3
4,11,3
4,12,3
4,13,3
4,14,3
4,15,2
4,16,2
4,17,2
4,18,4
4,19,4
4,20,4
4,21,4
4,22,4
4,23,4
4,24,4
4,25,4
4,26,2
4,27,2
4,28,2
4,29,2
4,30,2
5,0,1
5,1,1
5,2,1
5,3,2
5,4,2
5,5,4
5,6,4
5,7,3
5,8,3
5,9,3
5,10,3
5,11,3
5,12,3
5,13,3
5,14,3
5,15,2
5,16,2
5,17,2
5,18,2
5,19,4
5,20,4
5,21,4
5,22,4
5,23,4
5,24,4
5,25,1
5,26,1
5,27,2
5,28,2
5,29,2
5,30,2
6,0,1
6,1,1
6,2,2
6,3,2
6,4,2
6,5,2
6,6,3
6,7,3
6,8,3
6,9,3
6,10,3
6,11,3
6,12,3
6,13,3
6,14,3
6,15,2
6,16,2
6,17,2
6,18,2
6,19,2
6,20,4
6,21,4
6,22,1
6,23,1
6,24,1
6,25,1
6,26,1
6,27,1
6,28,2
6,29,2
6,30,2
7,0,2
7,1,2
7,2,2
7,3,2
7,4,2
7,5,2
7,6,3
7,7,3
7,8,3
7,9,1
7,10,1
7,11,1
7,12,3
7,13,3
7,14,4
7,15,4
7,16,2
7,17,2
7,18,2
7,19,2
7,20,1
7,21,1
7,22,1
7,23,1
7,24,1
7,25,1
7,26,1
7,27,1
7,28,1
7,29,1
7,30,1
8,0,2
8,1,2
8,2,2
8,3,2
8,4,2
8,5,2
8,6,3
8,7,3
8,8,1
8,9,1
8,10,1
8,11,1
8,12,1
8,13,4
8,14,4
8,15,4
8,16,4
8,17,2
8,18,2
8,19,1
8,20,1
8,21,1
8,22,1
8,23,1
8,24,2
8,25,2
8,26,1
8,27,1
8,28,1
8,29,1
8,30,1
9,0,4
9,1,4
9,2,4
9,3,2
9,4,2
9,5,3
9,6,3
9,7,3
9,8,1
9,9,1
9,10,1
9,11,1
9,12,1
9,13,4
9,14,4
9,15,4
9,16,4
9,17,1
9,18,1
9,19,1
9,20,1
9,21,1
9,22,1
9,23,2
9,24,2
9,25,2
9,26,2
9,27,1
9,28,1
9,29,1
9,30,1
10,0,4
10,1,4
10,2,4
10,3,4
10,4,3
10,5,3
10,6,3
10,7,3
10,8,1
10,9,1
10,10,1
10,11,1
10,12,3
10,13,3
10,14,4
10,15,4
10,16,1
10,17,1
10,18,1
10,19,1
10,20,1
10,21,2
10,22,2
10,23,2
10,24,2
10,25,2
10,26,2
10,27,1
10,28,1
10,29,1
10,30,1
11,0,4
11,1,4
11,2,4
11,3,4
11,4,3
11,5,3
11,6,3
11,7,1
11,8,1
11,9,1
11,10,1
11,11,3
11,12,3
11,13,3
11,14,3
11,15,1
11,16,1
11,17,1
11,18,1
11,19,1
11,20,2
11,21,2
11,22,2
11,23,2
11,24,2
11,25,2
11,26,4
11,27,4
11,28,1
11,29,1
11,30,1
12,0,4
12,1,4
12,2,4
12,3,4
12,4,3
12,5,3
12,6,3
12,7,1
12,8,1
12,9,1
12,10,1
12,11,3
12,12,3
12,13,3
12,14,3
12,15,1
12,16,1
12,17,1
12,18,1
12,19,1
12,20,2
12,21,2
12,22,2
12,23,2
12,24,2
12,25,4
12,26,4
12,27,4
12,28,4
12,29,4
12,30,4
13,0,4
13,1,4
13,2,4
13,3,4
13,4,3
13,5,3
13,6,3
13,7,3
13,8,1
13,9,1
13,10,1
13,11,1
13,12,3
13,13,3
13,14,3
13,15,3
13,16,1
13,17,1
13,18,1
13,19,1
13,20,1
13,21,2
13,22,2
13,23,4
13,24,4
13,25,4
13,26,4
13,27,4
13,28,4
13,29,4
13,30,4
14,0,4
14,1,4
14,2,4
14,3,4
14,4,3
14,5,3
14,6,3
14,7,3
14,8,1
14,9,1
14,10,1
14,11,1
14,12,1
14,13,3
14,14,3
14,15,3
14,16,3
14,17,3
14,18,1
14,19,1
14,20,1
14,21,1
14,22,4
14,23,4
14,24,4
14,25,4
14,26,4
14,27,3
14,28,3
14,29,3
14,30,3
15,0,4
15,1,4
15,2,4
15,3,2
15,4,2
15,5,3
15,6,3
15,7,4
15,8,4
15,9,1
15,10,1
15,11,1
15,12,1
15,13,3
15,14,3
15,15,3
15,16,3
